Subject,Catalog Nbr,Title,Descr,Attribute
GREK,H102,Introduction to Greek Poetry: Homer,"This course serves both as an intermediate language class (aimed at developing reading fluency in Homeric Greek) and as an introduction to Greek poetry through the work of Homer; we will read selections from the Iliad in Greek (and the poem as a whole in English). Class time will include both translation and discussion, with attention to such topics as narrative structure, the voice of the singer/narrator, the figure of the hero, Homeric society and its values, the treatment of battle and war, and the relationship between gods and humans. We will also consider the “Homeric question,” oral composition and its implications, Homeric language, and special features of Homeric style: type scene, ring composition, formula, and simile. We will look at different translations of the Iliad, and at the ways in which the poem has been read (and rewritten) at different times; we will also practice reading aloud in the dactylic hexameter meter of the Iliad.
Prerequisite(s): GREK 101 or equivalent, or instructor consent","A: Meaning, Interpretation (Texts)"
GREK,H350,"Seminar in Greek Literature: Poetics and Poiesis: Philosophy, Performance, and the Crafts","An advanced seminar in Greek language and literature, with special emphasis on the interpretation and discussion of texts in Greek and the reading of relevant scholarship. Topic to be determined by faculty. May be repeated for credit. Prerequisite: GREK 201 or 202 or consent.","A: Meaning, Interpretation (Texts)"
GSST,H190,Introduction to Feminist and Gender Studies,"This course introduces students to major debates and issues within the interdisciplinary field of Feminist and Gender Studies. We will explore what feminist scholars have illuminated about the construction of gender and sexuality in multiple historic, present-day, and global contexts. Students will examine feminist debates about how race, class, and religion shape gender and sexuality in unequal ways. And, students will develop the skills to analyze how gender and sexuality have been regulated, reinforced, and transgressed in diverse settings.
Enrollment Limit: 25
Lottery Preference(s): Gen/Sex concentrators, then first years and sophomores.","A: Meaning, Interpretation (Texts)"
GSST,H190,Introduction to Feminist and Gender Studies,"This course introduces students to major debates and issues within the interdisciplinary field of Feminist and Gender Studies. We will explore what feminist scholars have illuminated about the construction of gender and sexuality in multiple historic, present-day, and global contexts. Students will examine feminist debates about how race, class, and religion shape gender and sexuality in unequal ways. And, students will develop the skills to analyze how gender and sexuality have been regulated, reinforced, and transgressed in diverse settings.
Enrollment Limit: 25
Lottery Preference(s): Gen/Sex concentrators, then first years and sophomores.",B: Analysis of the Social World
GSST,H210,Queer Globalization,"Focusing on the relationship between queer genders and sexualities to migration, globalization, and transnational belonging, this course draws mainly on three bodies of interdisciplinary scholarship: queer of color scholarship, queer globalization scholarship, and diaspora and transnational studies. We will begin by exploring the history of LGBT and queer identities in the West. We will then define concepts of nation and diaspora, focusing on the relationship between sexuality, migration, and citizenship. Lottery Preference: Gender and Sexuality Studies concentrators.
Enrollment Limit: 25.00",B: Analysis of the Social World
GSST,H223,Performative Body,"Performative Body provides an in-depth exploration of creative practice. Drawing on performance art, visual praxis, and dance, Professor Truax leads students in exercises that connect them with their own creative resources and energies. Part laboratory, part playground, part archeological dig; the course is intended to help students experiment, connect, and honor difference as they cultivate habits that will support creativity throughout their lives. Texts include artist's writing, poetry, and theory on embodiment, disability, and performativity.
Crosslisted: GSST.
Enrollment Limit: 15.00",A: Creative Expression
GSST,H290,Interdisciplinary Perspectives on Gender,"Explore the intersection of gender, sexuality, race, class, religion, and embodiment in our time. Our focus is principally on the USA, though we make some forays into international conversations. Readings are drawn from a smattering of the most recent developments in academic research and theory, as well as from science fiction, activism, popular culture, and new media. We work to bring the personal into the classroom, and to take what we learn out into the world.
Enrollment Limit: 10
Lottery Preference(s): 1. Gen/Sex Concentrators 2. Juniors and Seniors","A: Meaning, Interpretation (Texts)"
HIST,H111,Introduction to Western Civilization,This course (which may be taken independent of the first semester) picks up at the beginning of the sixteenth century and goes to the present. It explores the development of the modern European world.,"A: Meaning, Interpretation (Texts)"
HIST,H111,Ruin and Renewal: Europe to 1500,"The fall-semester course is a survey of Western Civilization from the fall of Rome to the sixteenth century. It focuses on the institutional and intellectual dimensions of the western tradition, by closely interrogating both primary sources and secondary accounts. The second semester of this course (which may be taken independent of the first semester) picks up at the beginning of the sixteenth century and goes to the present. It explores the development of the modern European world.
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
HIST,H111,Introduction to Western Civilization,This course (which may be taken independent of the first semester) picks up at the beginning of the sixteenth century and goes to the present. It explores the development of the modern European world.,B: Analysis of the Social World
HIST,H111,Ruin and Renewal: Europe to 1500,"The fall-semester course is a survey of Western Civilization from the fall of Rome to the sixteenth century. It focuses on the institutional and intellectual dimensions of the western tradition, by closely interrogating both primary sources and secondary accounts. The second semester of this course (which may be taken independent of the first semester) picks up at the beginning of the sixteenth century and goes to the present. It explores the development of the modern European world.
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H114,Origins of the Global South,"This course analyzes the complex histories, shifting geographies, and unequal relationships of power denoted by the term “Global South,” a designation that maps unevenly onto the formerly colonized regions of Latin America, Africa and Asia. As we shall see, the term is also at times used to describe marginalized populations and places within the “Global North,” a convenient though not entirely accurate label for today’s relatively rich and developed world regions. A basic concern of the course will be to assess how colonialism and its legacies have influenced world history, including the production of knowledge. Our collective goal will be to develop new ways of thinking about our pasts, presents and futures.","A: Meaning, Interpretation (Texts)"
HIST,H114,Origins of the Global South,"This course analyzes the complex histories, shifting geographies, and unequal relationships of power denoted by the term “Global South,” a designation that maps unevenly onto the formerly colonized regions of Latin America, Africa and Asia. As we shall see, the term is also at times used to describe marginalized populations and places within the “Global North,” a convenient though not entirely accurate label for today’s relatively rich and developed world regions. A basic concern of the course will be to assess how colonialism and its legacies have influenced world history, including the production of knowledge. Our collective goal will be to develop new ways of thinking about our pasts, presents and futures.",B: Analysis of the Social World
HIST,H115,Postcards from the Atlantic World,"An exploration of the movement of peoples, goods and ideas across the four continents that border the Atlantic basin (Africa, Europe, North America and South America) over the transformative periods of exploration and empire from the fifteenth to the nineteenth centuries.
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
HIST,H115,Postcards from the Atlantic World,"An exploration of the movement of peoples, goods and ideas across the four continents that border the Atlantic basin (Africa, Europe, North America and South America) over the transformative periods of exploration and empire from the fifteenth to the nineteenth centuries.
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H117,Modern Mediterranean History,This course studies the Mediterranean region in the twentieth century and the ways its countries and peoples experienced the transition to modernity by focusing on: the collapse of the Ottoman Empire; Italian fascism & colonial policies; the Spanish civil war; WWII German occupation & local resistance; the Cold War; the Algerian revolution; Egypt from Nasser to the Muslim Brotherhood; Southern European student and women’s movements in the 1960s & 1970s. Enrollment Limit: 35,"A: Meaning, Interpretation (Texts)"
HIST,H117,Modern Mediterranean History,This course studies the Mediterranean region in the twentieth century and the ways its countries and peoples experienced the transition to modernity by focusing on: the collapse of the Ottoman Empire; Italian fascism & colonial policies; the Spanish civil war; WWII German occupation & local resistance; the Cold War; the Algerian revolution; Egypt from Nasser to the Muslim Brotherhood; Southern European student and women’s movements in the 1960s & 1970s. Enrollment Limit: 35,B: Analysis of the Social World
HIST,H118,Introduction to the History of Science,"Although science is an essential characteristic of the modern world, it took nearly 4000 years to attain that status. This course surveys various sciences in the past focusing on both how and why humans have interrogated the natural world, how they have categorized the resulting knowledge, and what uses they have made of it. Topics can include science and medicine in antiquity, Islamic sciences, Byzantine and medieval sciences, early-modern science and the Scientific Revolution.
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
HIST,H118,Introduction to the History of Science,"Although science is an essential characteristic of the modern world, it took nearly 4000 years to attain that status. This course surveys various sciences in the past focusing on both how and why humans have interrogated the natural world, how they have categorized the resulting knowledge, and what uses they have made of it. Topics can include science and medicine in antiquity, Islamic sciences, Byzantine and medieval sciences, early-modern science and the Scientific Revolution.
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H119,International History of the United States,"This course surveys the international history of the United States in the 20th century. It encourages students to conceptualize U.S. history as a series of transnational encounters and systems that transcend national borders. Capitalism, the environment, postcolonialism and Third Worldism, ""Atlantic crossings,"" modernity, imperialism, diaspora and migration, world war, travel, United Nations and ""Our America"" serve as organizing motifs. In considering the history of this country outside its formal borders, students will gain a facility with the languages of hemispheric and global imagining that structure the pursuit of contemporary U.S. history, while sharpening analytical skills working with primary texts.
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
HIST,H119,International History of the United States,"This course surveys the international history of the United States in the 20th century. It encourages students to conceptualize U.S. history as a series of transnational encounters and systems that transcend national borders. Capitalism, the environment, postcolonialism and Third Worldism, ""Atlantic crossings,"" modernity, imperialism, diaspora and migration, world war, travel, United Nations and ""Our America"" serve as organizing motifs. In considering the history of this country outside its formal borders, students will gain a facility with the languages of hemispheric and global imagining that structure the pursuit of contemporary U.S. history, while sharpening analytical skills working with primary texts.
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H120,"Confucianizing China: Individual, Society, and the State","A survey of the philosophical foundations and political and social dissemination of Confucianism from its founding through the 21st century. Particular emphasis is placed on how Confucianism shaped normative relationships between men and women and the individual, society, and the state; and on the revolutionary rejection and dramatic revival of Confucianism under the PRC.
Crosslisted: History, East Asian Languages & Cultures","A: Meaning, Interpretation (Texts)"
HIST,H120,"Confucianizing China: Individual, Society, and the State","A survey of the philosophical foundations and political and social dissemination of Confucianism from its founding through the 21st century. Particular emphasis is placed on how Confucianism shaped normative relationships between men and women and the individual, society, and the state; and on the revolutionary rejection and dramatic revival of Confucianism under the PRC.
Crosslisted: History, East Asian Languages & Cultures",B: Analysis of the Social World
HIST,H124,"Rule by Numbers: the History of Statistics, Politics and Empire","“History is moving statistics and statistics is frozen history,” or so it seemed to the historian August Ludwig von Schlözer in 1804. In this course, we will try to understand the complicated and historically contingent relationship between
data and power.
Enrollment Limit: 25
Lottery Preference(s): First Years and Sophomores, then majors","A: Meaning, Interpretation (Texts)"
HIST,H124,"Rule by Numbers: the History of Statistics, Politics and Empire","“History is moving statistics and statistics is frozen history,” or so it seemed to the historian August Ludwig von Schlözer in 1804. In this course, we will try to understand the complicated and historically contingent relationship between
data and power.
Enrollment Limit: 25
Lottery Preference(s): First Years and Sophomores, then majors",B: Analysis of the Social World
HIST,H125,Introduction to Latin American and Latinx History,"This course is an intensive history class designed around two goals: to give students an introduction to themes and debates in Latin American and Latinx History, and to provide hands-on practice toward doing research. We will focus on Indigenous histories of resistance and migration, gender studies, as well as intellectual and political trends across the American continents. Texts are interdisciplinary and include fiction, journalism, polemic, history, sociology, and anthropology. Enrollment Limit: 25.00","A: Meaning, Interpretation (Texts)"
HIST,H200,Major Seminar: Approaches to the Study of East Asian Cultures,"This course is a writing intensive course for EALC majors and minors to some foundational ideas and concepts in the study of East Asia. Beginning with close readings of primary source texts in translation, students are introduced to the philosophy and culture of China, and its subsequent transmission and adaptation across the vast geographical and cultural area that is commonly referred to as “East Asia.” Students will gain familiarity with methods in this interdisciplinary field and develop skills in the practice of close critical analysis, bibliography, and the formulation of a research topic. Required of EALC majors and minors. Majors should take this course before the senior year.
This is a one-term course offered in the Fall and the Spring. The Fall term focuses more on development and transformation of Chinese thought and systems in Japan, and the Spring term on the elaboration of these key themes in a Chinese context. Prerequisite: One year of Chinese or Japanese.",B: Analysis of the Social World
HIST,H203,"The Age of Jefferson and Jackson, 1789- 1850","This course charts the transformation in American political institutions, economy, and society from the ratification of the Constitution to the eve of the Civil War. Often identified as the crucial period when the American nation cohered around a national culture and economy, this period also witnessed profound social rifts over the political legacy of the American Revolution, the national institutionalization of slavery, and the rise of a new class system. We will consider the points of conflict and cohesion in this rapidly changing American nation.","A: Meaning, Interpretation (Texts)"
HIST,H203,"The Age of Jefferson and Jackson, 1789- 1850","This course charts the transformation in American political institutions, economy, and society from the ratification of the Constitution to the eve of the Civil War. Often identified as the crucial period when the American nation cohered around a national culture and economy, this period also witnessed profound social rifts over the political legacy of the American Revolution, the national institutionalization of slavery, and the rise of a new class system. We will consider the points of conflict and cohesion in this rapidly changing American nation.",B: Analysis of the Social World
HIST,H204,"Women, Gender, and American Society to 1870","This course surveys the history of American women from the colonial period through 1870. We will consider and contrast the lives and perspectives of women from a wide variety of social backgrounds and geographic areas as individuals and members of families and communities, while also examining how discourses of gender frame such topics as colonization, slavery, class identity, nationalism, religion, and political reform. Prerequisite: Sophomore standing or above.
Enrollment Limit: 35","A: Meaning, Interpretation (Texts)"
HIST,H206,Health and Medicine in Modern American History,"This course explores key themes in the history of medicine, health, and healing in the modern United States, including the evolution of the medical profession; the role of race, class, and gender in shaping medical ideas and practices; shifting burdens of disease; relationships between patients and practitioners; medical science and the rise of biomedicine; the social meanings of disease; relationships between medicine, industry, and public health; and hospitals and health insurance.
Pre-requisite(s): None
Enrollment Limit: 25
Lottery Preference: 1.) Declared Health Studies minors 2.) History Majors 3.) Everyone else",B: Analysis of the Social World
HIST,H208,Decolonizing Colonial Latin American and Caribbean History,"Are you interested in understanding Latin America? If so, you must understand the colonial era. Spanish and Portuguese rule of the region lasted more than three centuries--in most countries from 1492 until the early 1820's, and in Cuba and Puerto Rico until 1898--and the legacies of colonial rule have conditioned social relations, economic life, culture, and political conflict up until the present. This course will provide a thorough and regionally varied introduction to the multi-faceted history of colonial Latin America, beginning with an introduction to the indigenous civilizations existing prior to Iberian expansion and ending with popular upheavals that marked the end of the eighteenth century.","A: Meaning, Interpretation (Texts)"
HIST,H208,Decolonizing Colonial Latin American and Caribbean History,"Are you interested in understanding Latin America? If so, you must understand the colonial era. Spanish and Portuguese rule of the region lasted more than three centuries--in most countries from 1492 until the early 1820's, and in Cuba and Puerto Rico until 1898--and the legacies of colonial rule have conditioned social relations, economic life, culture, and political conflict up until the present. This course will provide a thorough and regionally varied introduction to the multi-faceted history of colonial Latin America, beginning with an introduction to the indigenous civilizations existing prior to Iberian expansion and ending with popular upheavals that marked the end of the eighteenth century.",B: Analysis of the Social World
HIST,H209,Modern Latin America,"History 209b introduces students to modern Latin American history. Throughout the semester we shall examine Latin America from the nineteenth-century emergence of modern republics through the present. Our readings will introduce us to all the major regions and cultural zones of contemporary Latin America, as well as the issues that have been of most concern for historians studying this area. Over the course of the semester, we will develop a thorough understanding of modern Latin American social and cultural history. Special attention will be paid to the themes of political conflict and social change; the negotiation and redefinition of social hierarchies based upon gender, race and class; sexuality and the formation of youth culture; economic, social and political changes wrought by economic liberalism and neoliberalism; and the construction of historical memory in the aftermath of extreme political violence.","A: Meaning, Interpretation (Texts)"
HIST,H209,Modern Latin America,"History 209b introduces students to modern Latin American history. Throughout the semester we shall examine Latin America from the nineteenth-century emergence of modern republics through the present. Our readings will introduce us to all the major regions and cultural zones of contemporary Latin America, as well as the issues that have been of most concern for historians studying this area. Over the course of the semester, we will develop a thorough understanding of modern Latin American social and cultural history. Special attention will be paid to the themes of political conflict and social change; the negotiation and redefinition of social hierarchies based upon gender, race and class; sexuality and the formation of youth culture; economic, social and political changes wrought by economic liberalism and neoliberalism; and the construction of historical memory in the aftermath of extreme political violence.",B: Analysis of the Social World
HIST,H210,Issues in Comparative & Transnational History: Biopower,"Masks, vaccines, le pass sanitaire, der e-Impfpass, confinement, and surveillance are some of the contested responses to the COVID-19 pandemic. Yet struggles between states and citizens over public health are not unique to our era. Even COVID-19 is ontologically malleable. This course examines earlier efforts by states to define and control the biological as a means of exercising control over their citizens, as well as their citizens’ resistance to such efforts.","A: Meaning, Interpretation (Texts)"
HIST,H210,Issues in Comparative & Transnational History: Biopower,"Masks, vaccines, le pass sanitaire, der e-Impfpass, confinement, and surveillance are some of the contested responses to the COVID-19 pandemic. Yet struggles between states and citizens over public health are not unique to our era. Even COVID-19 is ontologically malleable. This course examines earlier efforts by states to define and control the biological as a means of exercising control over their citizens, as well as their citizens’ resistance to such efforts.",B: Analysis of the Social World
HIST,H211,The Viet Nam Wars,"In-depth analysis of recent Vietnamese history vis-à-vis French colonialism, Japanese occupation, American intervention, and internal divisions. It covers the historical roots of revolution and war, the motivations of its Vietnamese participants, and the enormous human costs of the wars.
Prerequisite(s): Sophomore standing or higher
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
HIST,H211,The Viet Nam Wars,"In-depth analysis of recent Vietnamese history vis-à-vis French colonialism, Japanese occupation, American intervention, and internal divisions. It covers the historical roots of revolution and war, the motivations of its Vietnamese participants, and the enormous human costs of the wars.
Prerequisite(s): Sophomore standing or higher
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H215,Sport and Society,"This course examines the interrelationship of sport and society from a historical perspective and on a global scale, from the late C19th to the early C21st. It examines the history of modern sport focused thematically on key issues that have shaped the interrelationship of sport & society in the Olympic Games and the World Cup. 
Enrollment Limit: 30","A: Meaning, Interpretation (Texts)"
HIST,H215,Sport and Society,"This course examines the interrelationship of sport and society from a historical perspective and on a global scale, from the late C19th to the early C21st. It examines the history of modern sport focused thematically on key issues that have shaped the interrelationship of sport & society in the Olympic Games and the World Cup. 
Enrollment Limit: 30",B: Analysis of the Social World
HIST,H220,History of Women & Gender in US until 1870,,"A: Meaning, Interpretation (Texts)"
HIST,H220,History of Women & Gender in US until 1870,,B: Analysis of the Social World
HIST,H225,Europe: 1870-1914,"Topics included are Marxism, The Dreyfus Affair, Imperialism, Sexual Anxiety, and Art Nouveau.","A: Meaning, Interpretation (Texts)"
HIST,H225,Europe: 1870-1914,"Topics included are Marxism, The Dreyfus Affair, Imperialism, Sexual Anxiety, and Art Nouveau.",B: Analysis of the Social World
HIST,H226,Twentieth Century Europe,The emergence of the culture of Modernism; revolutionary dreams and Stalinist nightmares in Russia; Fascism; the trauma of war 1914-1945; the divisions of Cold War Europe; and the challenge of a new European attempt at re-integration in the 1990s.,"A: Meaning, Interpretation (Texts)"
HIST,H226,Twentieth Century Europe,The emergence of the culture of Modernism; revolutionary dreams and Stalinist nightmares in Russia; Fascism; the trauma of war 1914-1945; the divisions of Cold War Europe; and the challenge of a new European attempt at re-integration in the 1990s.,B: Analysis of the Social World
HIST,H228,The French Revolution,"Most historians identify the French revolution of 1789 with the birth of the modern world. The French captured international attention when they tore down the Old Regime and struggled to establish a democratic society based on Enlightenment principles of liberty and equality. The problems confronted by revolutionary leaders continue to haunt us around the world today. This course examines the origins, evolution, and impact of the French Revolution with special emphasis on the historiographical debates that have surrounded the revolution since its inception.","A: Meaning, Interpretation (Texts)"
HIST,H228,The French Revolution,"Most historians identify the French revolution of 1789 with the birth of the modern world. The French captured international attention when they tore down the Old Regime and struggled to establish a democratic society based on Enlightenment principles of liberty and equality. The problems confronted by revolutionary leaders continue to haunt us around the world today. This course examines the origins, evolution, and impact of the French Revolution with special emphasis on the historiographical debates that have surrounded the revolution since its inception.",B: Analysis of the Social World
HIST,H229B,"Spectacles of Power in Europe, 1550-1700",,B: Analysis of the Social World
HIST,H231,Imagining Enlightenment in 18th-Century Europe,This course approaches the Enlightenment as a process of political and cultural change rather than a canon of great texts. Special emphasis will be placed on the emergence of a public sphere and new forms of sociability as distinguishing features of 18th century European life.,"A: Meaning, Interpretation (Texts)"
HIST,H231,Imagining Enlightenment in 18th-Century Europe,This course approaches the Enlightenment as a process of political and cultural change rather than a canon of great texts. Special emphasis will be placed on the emergence of a public sphere and new forms of sociability as distinguishing features of 18th century European life.,B: Analysis of the Social World
HIST,H238,Global History of World War II and the Postwar Moment,"This class explores how the global phenomenon known as World War II transformed life and society across the world and within the United States. While examining the period until 1948, the course focuses on historical problems emerging from the wartime moment that came to haunt the rest of the twentieth and early twenty-first century.
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
HIST,H238,Global History of World War II and the Postwar Moment,"This class explores how the global phenomenon known as World War II transformed life and society across the world and within the United States. While examining the period until 1948, the course focuses on historical problems emerging from the wartime moment that came to haunt the rest of the twentieth and early twenty-first century.
Enrollment Limit: 15",B: Analysis of the Social World
HIST,H239,"American Revolutions, 1763-1815","This course explores the tumultuous decades that transformed North America forever, from the periphery of a global empire into the seat of a new and distinct people who would create their own empire. But the story of the American Revolution is more than just the story of independence from England. The war of 1775-1783 was the intersection of several conflicts, of which the struggle between colonies and mother country was only one. Pre-requisite(s): None
Lottery Preference: History majors, then sophomores and first years. Enrollment Limit: 25.00","A: Meaning, Interpretation (Texts)"
HIST,H239,"American Revolutions, 1763-1815","This course explores the tumultuous decades that transformed North America forever, from the periphery of a global empire into the seat of a new and distinct people who would create their own empire. But the story of the American Revolution is more than just the story of independence from England. The war of 1775-1783 was the intersection of several conflicts, of which the struggle between colonies and mother country was only one. Pre-requisite(s): None
Lottery Preference: History majors, then sophomores and first years. Enrollment Limit: 25.00",B: Analysis of the Social World
HIST,H240,History and Principles of Quakerism,"The development of Quakerism and its relationship to other religious movements and to political and social life, especially in America. The roots of the Society of Friends in 17th-century Britain, and the expansion of Quaker influences among Third World populations, particularly the Native American, Hispanic, east African, and Asian populations.
Crosslisted: Religion, History
Enrollment Limit: 35",B: Analysis of the Social World
HIST,H246,History of Sexuality in the U.S.,"This 200-level course will explore both ""classic"" and recent writings on the history of sexuality, focusing on questions of politics, power, and authority in order to understand the regulation of sexual practices, the social implications of sexual activity and identity, and the experiences, ideas, and conflicts that have shaped modern gay, lesbian, and transgender identities.
Lottery Preference: History majors, Gen Sex concentrators, then Sophomores
Enrollment Limit: 25.00","A: Meaning, Interpretation (Texts)"
HIST,H246,History of Sexuality in the U.S.,"This 200-level course will explore both ""classic"" and recent writings on the history of sexuality, focusing on questions of politics, power, and authority in order to understand the regulation of sexual practices, the social implications of sexual activity and identity, and the experiences, ideas, and conflicts that have shaped modern gay, lesbian, and transgender identities.
Lottery Preference: History majors, Gen Sex concentrators, then Sophomores
Enrollment Limit: 25.00",B: Analysis of the Social World
HIST,H248,History of Southeast Asia,"Surveys Southeast Asian history from antiquity to the present day; the colonial impact on the traditional societies in mainland and insular Southeast Asia; nationalist and revolutionary movements; and emergence of Southeast Asia as a region in the modern world.
Crosslisted: History, East Asian Languages & Cultures
Prerequisite(s): Sophomore standing or higher
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H252,"History of Haverford College: Conflict, Consensus and the Liberal Arts","This course provides a chance to work in the Haverford College archives, with guidance provided on how to analyze primary source evidence. Over the course of the semester we will debate and answer questions such as: How has Haverford College's status as a school of Quaker origin been significant and does that legacy remain relevant today? What is the purpose of a values-based undergraduate liberal arts education in the hyper-competitive, debt-fueled and increasingly consumerist educational marketplace found in the contemporary United States?
Prerequisite(s): Sophomore standing or above.
Enrollment Limit: 24","A: Meaning, Interpretation (Texts)"
HIST,H253,"The History of the US Built Environment, 1870 to the Present","This course looks at the history of the U.S. through its built environment, or the physical spaces & landscapes through which Americans constructed their habits, hopes, and divisions. We will investigate how struggles over the U.S. polity came to be reflected in the built world. Topics include the creation of property, the building of the metropolis, the making of the suburbs, electrification and the highways, urban crisis, and the postindustrial landscape.
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
HIST,H253,"The History of the US Built Environment, 1870 to the Present","This course looks at the history of the U.S. through its built environment, or the physical spaces & landscapes through which Americans constructed their habits, hopes, and divisions. We will investigate how struggles over the U.S. polity came to be reflected in the built world. Topics include the creation of property, the building of the metropolis, the making of the suburbs, electrification and the highways, urban crisis, and the postindustrial landscape.
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H256,"Zen Thought, Zen Culture, Zen History","What are we talking about when we talk about Zen? This course is an introduction to the intellectual and cultural history of the style of Buddhism known as Zen in Japanese. We will examine the development and expression of this religious movement in China, Korea, Japan and Vietnam.
Crosslisted: East Asian Languages & Cultures, History, Religion
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
HIST,H256,"Zen Thought, Zen Culture, Zen History","What are we talking about when we talk about Zen? This course is an introduction to the intellectual and cultural history of the style of Buddhism known as Zen in Japanese. We will examine the development and expression of this religious movement in China, Korea, Japan and Vietnam.
Crosslisted: East Asian Languages & Cultures, History, Religion
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H259,Cultures of Collecting,"Collecting, classifying and displaying natural artifacts acquired new significance in early-modern Europe and played an important role in the development of modern science. This course explores the motivations and contexts for such collecting and classifying activities.","A: Meaning, Interpretation (Texts)"
HIST,H259,Cultures of Collecting,"Collecting, classifying and displaying natural artifacts acquired new significance in early-modern Europe and played an important role in the development of modern science. This course explores the motivations and contexts for such collecting and classifying activities.",B: Analysis of the Social World
HIST,H268,Warriors and Outlaws in China and England: Water Margin and Robin Hood,"Few figures have captured the imaginations of readers and audiences on either side of Eurasia as Robin Hood’s band of merry men in Sherwood Forest and Song Jiang’s band of brothers in their marshy Liangshan lair. We use the 16th-century Robin Hood and ‘Water Margin’ tales to explore the values embodied by the outlaw heroes of China and England, to compare the societies that produced and revered them, and to sample the afterlives of the tales in Anglophone and East Asian popular culture. Our main readings for the course include the complete English translation of Water Margin (Shuihu zhuan) entitled Outlaws of the Marsh; and S. Knight and T. Ohlgren, Robin Hood and other outlaw tales.
Prerequisite(s): Sophomore standing or higher","A: Meaning, Interpretation (Texts)"
HIST,H268,Warriors and Outlaws in China and England: Water Margin and Robin Hood,"Few figures have captured the imaginations of readers and audiences on either side of Eurasia as Robin Hood’s band of merry men in Sherwood Forest and Song Jiang’s band of brothers in their marshy Liangshan lair. We use the 16th-century Robin Hood and ‘Water Margin’ tales to explore the values embodied by the outlaw heroes of China and England, to compare the societies that produced and revered them, and to sample the afterlives of the tales in Anglophone and East Asian popular culture. Our main readings for the course include the complete English translation of Water Margin (Shuihu zhuan) entitled Outlaws of the Marsh; and S. Knight and T. Ohlgren, Robin Hood and other outlaw tales.
Prerequisite(s): Sophomore standing or higher",B: Analysis of the Social World
HIST,H270,From Empire to Nation: The Ottoman World Transformed,"Introduces students to the historical study of empires and the circumstances and consequences of their collapse by focusing on the Ottoman Empire. A cluster of recent studies treat the history of the Ottoman Empire (1453-1923) as a complex, dynamic and changing entity revising the older perspectives that viewed it as epitomizing the supposedly backward, unchanging, and mysterious Orient. Based on the more accessible works among this new literature, the course examines the transformation of the Ottoman Empire in terms of its political structures, its ties with Islam, its social make-up and its economy, as well as its relationship with Europe and its responses to the forces of modernity.","A: Meaning, Interpretation (Texts)"
HIST,H270,From Empire to Nation: The Ottoman World Transformed,"Introduces students to the historical study of empires and the circumstances and consequences of their collapse by focusing on the Ottoman Empire. A cluster of recent studies treat the history of the Ottoman Empire (1453-1923) as a complex, dynamic and changing entity revising the older perspectives that viewed it as epitomizing the supposedly backward, unchanging, and mysterious Orient. Based on the more accessible works among this new literature, the course examines the transformation of the Ottoman Empire in terms of its political structures, its ties with Islam, its social make-up and its economy, as well as its relationship with Europe and its responses to the forces of modernity.",B: Analysis of the Social World
HIST,H274,History of the Andes,"This course presents a cultural and political history of the Andean region of South America. We will examine unique historical developments in this part of the world. The themes we will analyze include the influence of geography on early Andean civilizations, the cultural impact of conquest, land and labor systems, popular resistance movements, revolutions, military governments, neoliberalism, and the politicization of ethnic identities.
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
HIST,H274,History of the Andes,"This course presents a cultural and political history of the Andean region of South America. We will examine unique historical developments in this part of the world. The themes we will analyze include the influence of geography on early Andean civilizations, the cultural impact of conquest, land and labor systems, popular resistance movements, revolutions, military governments, neoliberalism, and the politicization of ethnic identities.
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H286,"Gender and the Construction of Science in America, 1700-1900","This class explores the nature of women’s scientific labor in the eighteenth and nineteenth centuries, with a focus on how various social and cultural factors made women’s labor more or less visible in particular moments.
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
HIST,H286,"Gender and the Construction of Science in America, 1700-1900","This class explores the nature of women’s scientific labor in the eighteenth and nineteenth centuries, with a focus on how various social and cultural factors made women’s labor more or less visible in particular moments.
Enrollment Limit: 25",B: Analysis of the Social World
HIST,H289,"Labor, Communication and Colony in South Asia, 1784-1910","In order to impose order on an unruly subcontinent, the Raj set people, scientific instruments, practices, and information circulating on a global scale. In this course, we will examine the hybrid forms of knowledge through which the British sought to secure rule in India, as well as forms of resistance and incommensurabilities within the “nervous system” of empire.
Enrollment Limit: 25
Lottery Preference(s): History majors, then sophomore and first years","A: Meaning, Interpretation (Texts)"
